,City,Var,Period,Phase,D-Type,T-Type,Winter,Spring,Summer,Fall
41,DENVER,TMAX,4,0,0,1,0.8046414932305174,0.8598051394922598,1.0299445488535741,0.9772345300663102
42,DENVER,TMAX,5,0,0,1,0.7688133787775883,0.8030359856433256,0.8765977083858649,0.9056026894312376
43,DENVER,TMAX,6,0,0,1,0.7561515740785508,0.7724938609279647,0.9564627180629485,0.8584424842743665
44,DENVER,TMAX,7,0,0,1,0.7427661193202785,0.7508299415789365,0.9050801394988593,0.8650819873836318
45,DENVER,TMAX,8,0,0,1,0.7175026751184391,0.6702860040794832,0.8423105688443489,0.7576426971601667
46,DENVER,TMAX,9,0,0,1,0.7335648687564115,0.68847382451084,0.8543846833143188,0.752288648722062
47,DENVER,TMAX,10,0,0,1,0.7054748188649649,0.6621411449402221,0.801746480134903,0.7333113744949307
48,DENVER,TMAX,11,0,0,1,0.7352958502017829,0.7221085685344325,0.8291466673050737,0.7300531535021945
49,DENVER,TMAX,12,0,0,1,0.7173757214731692,0.7270850194432903,0.8475522051485527,0.7427991858333556
50,DENVER,TMAX,13,0,0,1,0.7417860649042255,0.7001866457603686,0.8179618767611764,0.7876229657428349
51,DENVER,TMAX,14,0,0,1,0.711131907802629,0.6672019377986284,0.7540917170260547,0.6889026249114195
52,DENVER,TMAX,15,0,0,1,0.6682385204592179,0.6506925454781647,0.7113470690799866,0.6458689455603835
53,DENVER,TMAX,16,0,0,1,0.7190859101172924,0.7653579643078138,0.8634569155097144,0.7795633215538578
54,DENVER,TMAX,17,0,0,1,0.6390052850840179,0.6274155175949754,0.6872610192724041,0.6015854067966049
55,DENVER,TMAX,18,0,0,1,0.6213227902381498,0.6072389533582075,0.7093423980308721,0.6249889617013805
56,DENVER,TMAX,19,0,0,1,0.6380318709525641,0.6226444225736111,0.638604477449623,0.6133392643014531
57,DENVER,TMAX,20,0,0,1,0.6420779812595835,0.563753420563264,0.6110146490405791,0.5838710524780523
58,DENVER,TMAX,21,0,0,1,0.5842605466567478,0.5735873135849358,0.6698393781381674,0.5601776262090586
59,DENVER,TMAX,22,0,0,1,0.5970073605712268,0.5963653950904456,0.6294114504039782,0.5859168612922581
60,DENVER,TMAX,23,0,0,1,0.6628436380703221,0.6006737573200359,0.6656329108829419,0.5625422869634845
61,DENVER,TMAX,24,0,0,1,0.621834567744253,0.5920217111076914,0.9745950656876833,0.6362015867575702
62,DENVER,TMAX,25,0,0,1,0.5934854785712798,0.5288647842443965,0.6673186595678106,0.6125197162629187
63,DENVER,TMAX,26,0,0,1,0.5623298132445107,0.6212987700733222,0.8144108686254525,0.6990846378662265
64,DENVER,TMAX,27,0,0,1,0.567793019823576,0.5804555760888498,0.6033262678340751,0.5647438397838132
65,DENVER,TMAX,28,0,0,1,0.5706870995022463,0.5851856409672527,0.6118399411021564,0.549009275112374
66,DENVER,TMAX,29,0,0,1,0.5658307069102699,0.5517397954455175,0.6196761832879586,0.5449024430161445
67,DENVER,TMAX,30,0,0,1,0.5865740139401976,0.6025397827217672,0.6312794619163924,0.5444203239295679
68,DENVER,TMAX,31,0,0,1,0.6560365568303886,0.5927184379514431,0.5429384596866339,0.4972544649970882
69,DENVER,TMAX,32,0,0,1,0.5574751047671107,0.5824059636707335,0.6346359888231694,0.527543778540598
70,DENVER,TMAX,33,0,0,1,0.5713044994705816,0.5559255480381627,0.5773633308466576,0.5403921760737193
71,DENVER,TMAX,34,0,0,1,0.652872708834259,0.6824992543106653,0.6630665281156042,0.6506086863167754
72,DENVER,TMAX,35,0,0,1,0.5837492648322029,0.5209871059388719,0.8776918742040717,0.5917033514849842
73,DENVER,TMAX,36,0,0,1,0.5433095094996493,0.5599139572962835,0.6015852261686713,0.5526902516979977
